rank	gene	description	N	n	npat	nsite	nsil	n1	n2	n3	n4	n5	n6	p_classic	p_ns_s	p_clust	p_cons	p_joint	p	q
1578	PLEKHB2	pleckstrin homology domain containing, family B (evectins) member 2	128173	2	2	2	0	1	1	0	0	0	0	0.124	0.491	0.185	0.243	0.207	0.120	1.000
1579	NEU4	sialidase 4	197251	4	4	4	1	1	1	2	0	0	0	0.0257	0.673	0.739	0.767	1.000	0.120	1.000
1580	MEA1	male-enhanced antigen 1	105948	2	2	2	1	0	0	0	1	1	0	0.0812	0.907	0.651	0.0346	0.316	0.120	1.000
1581	KDM5B	lysine (K)-specific demethylase 5B	865603	3	3	3	1	1	0	0	1	1	0	0.846	0.865	0.0237	0.438	0.0304	0.120	1.000
1582	FAM46A	family with sequence similarity 46, member A	203722	4	4	4	0	0	2	1	0	1	0	0.0258	0.369	0.991	0.901	1.000	0.120	1.000
1583	C2orf68	chromosome 2 open reading frame 68	81808	2	2	2	0	0	1	0	1	0	0	0.0258	0.605	0.457	0.783	1.000	0.120	1.000
1584	TMPRSS11B	transmembrane protease, serine 11B	230739	2	2	2	1	0	1	1	0	0	0	0.253	0.857	0.738	0.0700	0.102	0.120	1.000
1585	ACAA2	acetyl-Coenzyme A acyltransferase 2	215451	4	4	4	0	0	2	0	0	2	0	0.0259	0.542	0.913	0.770	1.000	0.120	1.000
1586	NDST4	N-deacetylase/N-sulfotransferase (heparan glucosaminyl) 4	475318	6	6	6	3	1	3	1	1	0	0	0.722	0.846	0.0251	0.295	0.0359	0.121	1.000
1587	SCIN	scinderin	406589	4	4	4	1	1	0	2	0	1	0	0.169	0.614	0.217	0.123	0.154	0.121	1.000
1588	SH3RF1	SH3 domain containing ring finger 1	476718	3	3	3	0	0	2	0	0	1	0	0.459	0.582	0.0650	0.160	0.0567	0.121	1.000
1589	CDHR3	cadherin-related family member 3	504644	6	6	6	1	1	3	0	0	2	0	0.0358	0.410	0.525	0.627	0.727	0.121	1.000
1590	C5orf24	chromosome 5 open reading frame 24	101806	1	1	1	0	1	0	0	0	0	0	0.121	0.723	NaN	NaN	NaN	0.121	1.000
1591	ERN2	endoplasmic reticulum to nucleus signaling 2	504687	6	6	6	0	1	2	1	0	2	0	0.0608	0.177	0.242	0.431	0.429	0.121	1.000
1592	FAM135A	family with sequence similarity 135, member A	850806	7	7	7	0	1	4	1	1	0	0	0.0532	0.210	0.312	0.992	0.490	0.121	1.000
1593	C17orf50	chromosome 17 open reading frame 50	56825	1	1	1	0	0	0	0	1	0	0	0.121	0.843	NaN	NaN	NaN	0.121	1.000
1594	TADA2B	transcriptional adaptor 2B	169733	5	5	5	3	1	1	0	1	2	0	0.164	0.835	0.570	0.0283	0.159	0.121	1.000
1595	MKKS	McKusick-Kaufman syndrome	316223	3	3	3	0	0	2	0	1	0	0	0.169	0.500	0.0650	0.549	0.154	0.121	1.000
1596	AACS	acetoacetyl-CoA synthetase	382300	5	5	5	1	1	1	0	2	1	0	0.0730	0.454	0.408	0.193	0.358	0.121	1.000
1597	SNX13	sorting nexin 13	531689	6	6	6	0	0	3	0	3	0	0	0.0358	0.357	0.967	0.391	0.731	0.121	1.000
1598	LIPT2	lipoyl(octanoyl) transferase 2 (putative)	43193	2	2	2	0	0	1	0	1	0	0	0.0262	0.567	0.478	0.972	1.000	0.122	1.000
1599	GK2	glycerol kinase 2	307333	4	4	4	1	1	1	1	1	0	0	0.0340	0.653	0.777	0.419	0.771	0.122	1.000
1600	SLC23A2	solute carrier family 23 (nucleobase transporters), member 2	360153	4	3	4	2	0	1	3	0	0	0	0.320	0.775	0.0856	0.0212	0.0819	0.122	1.000
1601	MCHR2	melanin-concentrating hormone receptor 2	189694	3	3	3	1	1	1	0	0	1	0	0.0647	0.787	0.289	0.767	0.406	0.122	1.000
1602	PSME2	proteasome (prosome, macropain) activator subunit 2 (PA28 beta)	140280	3	3	3	0	0	1	2	0	0	0	0.0263	0.469	0.853	0.740	1.000	0.122	1.000
1603	CHD1	chromodomain helicase DNA binding protein 1	948579	8	7	8	1	1	5	2	0	0	0	0.156	0.401	0.146	0.294	0.169	0.122	1.000
1604	SLC6A19	solute carrier family 6 (neutral amino acid transporter), member 19	354795	5	5	5	2	0	2	0	1	2	0	0.242	0.647	0.718	0.0225	0.109	0.122	1.000
1605	SLC22A7	solute carrier family 22 (organic anion transporter), member 7	304241	3	3	3	0	0	2	0	0	1	0	0.254	0.291	0.0261	0.385	0.104	0.122	1.000
1606	DFNB59	deafness, autosomal recessive 59	200078	3	3	3	0	0	1	0	1	1	0	0.0724	0.532	0.265	0.261	0.364	0.122	1.000
1607	ALDH3A2	aldehyde dehydrogenase 3 family, member A2	269440	3	3	3	0	0	2	0	1	0	0	0.0924	0.475	0.218	0.450	0.285	0.122	1.000
1608	MYBPC2	myosin binding protein C, fast type	631845	3	3	3	1	1	1	0	0	1	0	0.678	0.588	0.209	0.0244	0.0389	0.122	1.000
1609	PATE1	prostate and testis expressed 1	73763	1	1	1	0	0	0	1	0	0	0	0.122	0.772	NaN	NaN	NaN	0.122	1.000
1610	XPO6	exportin 6	625288	6	6	6	0	1	4	0	0	1	0	0.174	0.0945	0.448	0.0449	0.151	0.122	1.000
1611	SLC9A3R1	solute carrier family 9 (sodium/hydrogen exchanger), member 3 regulator 1	148254	3	3	3	0	1	0	0	2	0	0	0.0574	0.471	0.373	0.547	0.460	0.122	1.000
1612	MAOB	monoamine oxidase B	279028	3	3	3	0	0	0	1	0	2	0	0.178	0.561	0.155	0.242	0.148	0.123	1.000
1613	SERPINA4	serpin peptidase inhibitor, clade A (alpha-1 antiproteinase, antitrypsin), member 4	234325	4	4	4	1	2	0	0	2	0	0	0.0329	0.666	0.782	0.485	0.806	0.123	1.000
1614	RBPJL	recombination signal binding protein for immunoglobulin kappa J region-like	289523	6	6	6	0	2	2	0	1	1	0	0.0312	0.0986	0.790	0.946	0.850	0.123	1.000
1615	CDH3	cadherin 3, type 1, P-cadherin (placental)	437823	2	2	2	0	0	0	0	1	1	0	0.522	0.572	0.0290	0.164	0.0508	0.123	1.000
1616	C2orf76	chromosome 2 open reading frame 76	70515	1	1	1	0	0	0	0	0	1	0	0.123	1.000	NaN	NaN	NaN	0.123	1.000
1617	OR2AE1	olfactory receptor, family 2, subfamily AE, member 1	178581	3	3	3	0	0	2	1	0	0	0	0.0694	0.356	0.181	0.904	0.383	0.123	1.000
1618	FAT3	FAT tumor suppressor homolog 3 (Drosophila)	2424439	32	25	32	6	6	12	7	3	4	0	0.145	0.118	0.122	0.506	0.183	0.123	1.000
1619	SNRNP70	small nuclear ribonucleoprotein 70kDa (U1)	193258	4	4	4	0	2	1	0	0	1	0	0.0522	0.266	0.328	0.916	0.509	0.123	1.000
1620	CDK5RAP2	CDK5 regulatory subunit associated protein 2	1069392	5	5	5	1	0	2	2	1	0	0	0.534	0.632	0.159	0.0505	0.0498	0.123	1.000
1621	LRPPRC	leucine-rich PPR-motif containing	760601	7	7	7	0	0	4	1	1	1	0	0.0744	0.200	0.222	0.861	0.358	0.123	1.000
1622	CYB5B	cytochrome b5 type B (outer mitochondrial membrane)	87473	1	1	1	0	0	0	0	0	1	0	0.123	0.757	NaN	NaN	NaN	0.123	1.000
1623	TIMELESS	timeless homolog (Drosophila)	643290	3	3	3	6	0	2	0	0	1	0	0.914	0.999	0.0678	0.0357	0.0292	0.123	1.000
1624	SH2D3C	SH2 domain containing 3C	453390	4	4	4	0	1	3	0	0	0	0	0.235	0.214	0.353	0.0462	0.114	0.123	1.000
1625	TNFAIP6	tumor necrosis factor, alpha-induced protein 6	152928	3	3	3	0	0	3	0	0	0	0	0.0398	0.527	0.699	0.300	0.673	0.124	1.000
1626	RPL11	ribosomal protein L11	103087	2	2	2	0	1	0	0	1	0	0	0.0470	0.649	0.718	0.226	0.572	0.124	1.000
1627	TTC1	tetratricopeptide repeat domain 1	154353	2	2	2	0	0	2	0	0	0	0	0.147	0.625	0.912	0.111	0.183	0.124	1.000
1628	OR14A16	olfactory receptor, family 14, subfamily A, member 16	149068	2	2	2	0	0	2	0	0	0	0	0.0470	0.479	0.910	0.391	0.573	0.124	1.000
1629	PLEKHA6	pleckstrin homology domain containing, family A member 6	586298	6	5	5	1	1	1	0	2	2	0	0.280	0.642	0.0532	0.743	0.0962	0.124	1.000
1630	SNRPF	small nuclear ribonucleoprotein polypeptide F	51194	1	1	1	0	0	0	0	1	0	0	0.124	0.864	NaN	NaN	NaN	0.124	1.000
1631	SIRPB2	signal-regulatory protein beta 2	168303	3	3	3	0	1	2	0	0	0	0	0.0270	0.327	0.674	0.659	1.000	0.125	1.000
1632	IL12RB2	interleukin 12 receptor, beta 2	482832	5	5	5	0	0	2	0	2	1	0	0.0583	0.404	0.537	0.240	0.464	0.125	1.000
1633	DRD2	dopamine receptor D2	241241	4	4	4	1	1	1	0	1	1	0	0.0308	0.493	0.770	0.821	0.879	0.125	1.000
1634	NCEH1	neutral cholesterol ester hydrolase 1	252190	3	3	3	1	0	0	1	0	2	0	0.158	0.935	0.115	0.205	0.172	0.125	1.000
1635	KERA	keratocan	189316	2	2	2	0	0	1	0	1	0	0	0.181	0.649	0.682	0.100	0.150	0.125	1.000
1636	TOMM20L	translocase of outer mitochondrial membrane 20 homolog (yeast)-like	61590	2	2	2	1	0	0	0	0	2	0	0.0271	0.977	0.748	1.000	1.000	0.125	1.000
1637	TEX14	testis expressed 14	830411	8	8	8	0	2	4	1	0	1	0	0.0740	0.0980	0.982	0.126	0.367	0.125	1.000
1638	PRKRA	protein kinase, interferon-inducible double stranded RNA dependent activator	179104	2	2	2	0	0	1	0	0	1	0	0.184	0.649	0.522	0.116	0.147	0.125	1.000
1639	PERP	PERP, TP53 apoptosis effector	75264	2	2	2	0	1	1	0	0	0	0	0.0272	0.410	0.296	0.122	1.000	0.125	1.000
1640	FAM160A2	family with sequence similarity 160, member A2	489504	7	7	7	0	1	3	0	2	1	0	0.0382	0.115	0.390	0.654	0.714	0.125	1.000
1641	TMEM176B	transmembrane protein 176B	141022	2	2	2	2	0	0	0	1	1	0	0.392	0.942	0.235	0.112	0.0695	0.125	1.000
1642	GLIPR2	GLI pathogenesis-related 2	83780	1	1	1	0	0	0	0	1	0	0	0.125	0.856	NaN	NaN	NaN	0.125	1.000
1643	AIG1	androgen-induced 1	133689	3	3	3	0	0	2	0	1	0	0	0.0273	0.413	0.939	0.997	1.000	0.126	1.000
1644	SNX11	sorting nexin 11	154307	3	3	3	0	1	1	1	0	0	0	0.0273	0.417	0.869	0.361	1.000	0.126	1.000
1645	FBXO3	F-box protein 3	257518	4	4	4	0	0	2	0	1	1	0	0.0392	0.460	0.949	0.346	0.696	0.126	1.000
1646	SNTA1	syntrophin, alpha 1 (dystrophin-associated protein A1, 59kDa, acidic component)	225739	4	4	4	0	2	1	0	0	1	0	0.0273	0.279	0.570	0.548	1.000	0.126	1.000
1647	ZNF790	zinc finger protein 790	352690	3	3	3	2	0	1	0	1	1	0	0.630	0.958	0.0143	0.496	0.0434	0.126	1.000
1648	MAP2K5	mitogen-activated protein kinase kinase 5	262326	2	2	2	1	0	1	0	1	0	0	0.290	0.851	0.277	0.0977	0.0943	0.126	1.000
1649	C1orf192	chromosome 1 open reading frame 192	102422	1	1	1	0	0	0	0	0	1	0	0.126	1.000	NaN	NaN	NaN	0.126	1.000
1650	OR52J3	olfactory receptor, family 52, subfamily J, member 3	167551	3	3	3	0	1	1	1	0	0	0	0.0460	0.405	0.454	0.900	0.595	0.126	1.000
1651	TAL2	T-cell acute lymphocytic leukemia 2	58579	1	1	1	0	1	0	0	0	0	0	0.126	0.698	NaN	NaN	NaN	0.126	1.000
1652	CSGALNACT2	chondroitin sulfate N-acetylgalactosaminyltransferase 2	304877	4	4	3	0	0	3	1	0	0	0	0.0449	0.341	0.392	0.396	0.610	0.126	1.000
1653	FLT1	fms-related tyrosine kinase 1 (vascular endothelial growth factor/vascular permeability factor receptor)	780406	7	7	6	3	3	3	0	0	1	0	0.779	0.644	0.0222	0.445	0.0351	0.126	1.000
1654	SERF2	small EDRK-rich factor 2	35469	1	1	1	0	0	0	0	0	1	0	0.126	0.714	NaN	NaN	NaN	0.126	1.000
1655	SCEL	sciellin	393949	4	4	4	1	0	1	2	0	1	0	0.0794	0.632	0.686	0.115	0.345	0.126	1.000
1656	LUM	lumican	187383	3	3	3	0	0	1	1	1	0	0	0.0380	0.463	0.587	0.464	0.722	0.126	1.000
1657	UMOD	uromodulin (uromucoid, Tamm-Horsfall glycoprotein)	309062	6	6	6	2	3	0	1	0	2	0	0.0624	0.501	0.469	0.208	0.440	0.126	1.000
1658	HIST4H4	histone cluster 4, H4	58180	1	1	1	1	0	0	0	0	1	0	0.126	1.000	NaN	NaN	NaN	0.126	1.000
1659	MOV10	Mov10, Moloney leukemia virus 10, homolog (mouse)	549526	5	5	5	1	1	1	1	0	2	0	0.132	0.530	0.115	0.712	0.208	0.126	1.000
1660	PPP2R1A	protein phosphatase 2 (formerly 2A), regulatory subunit A , alpha isoform	333151	5	5	5	0	1	2	2	0	0	0	0.0387	0.198	0.639	0.438	0.711	0.126	1.000
1661	WDR17	WD repeat domain 17	740973	13	13	13	3	1	6	2	1	3	0	0.0697	0.668	0.427	0.163	0.395	0.126	1.000
1662	SPATA17	spermatogenesis associated 17	206029	3	3	3	1	0	2	1	0	0	0	0.0761	0.827	0.227	0.448	0.362	0.126	1.000
1663	APOBEC2	apolipoprotein B mRNA editing enzyme, catalytic polypeptide-like 2	122709	2	2	2	0	0	2	0	0	0	0	0.144	0.446	0.0403	0.794	0.191	0.127	1.000
1664	LGI2	leucine-rich repeat LGI family, member 2	252553	3	3	3	1	0	1	0	1	1	0	0.0680	0.714	0.286	0.763	0.406	0.127	1.000
1665	MRPS34	mitochondrial ribosomal protein S34	68406	1	1	1	0	0	0	0	1	0	0	0.127	0.845	NaN	NaN	NaN	0.127	1.000
1666	OR2T4	olfactory receptor, family 2, subfamily T, member 4	194170	3	3	3	0	0	1	1	1	0	0	0.0781	0.460	0.443	0.185	0.354	0.127	1.000
1667	EMID1	EMI domain containing 1	223019	3	3	3	1	0	1	1	0	1	0	0.0733	0.724	0.715	0.311	0.377	0.127	1.000
1668	CREBBP	CREB binding protein (Rubinstein-Taybi syndrome)	1249562	13	12	13	1	2	2	1	1	7	0	0.0556	0.169	0.344	0.434	0.498	0.127	1.000
1669	HIST1H1D	histone cluster 1, H1d	123571	2	2	2	0	0	0	0	1	1	0	0.0567	0.800	0.109	0.855	0.489	0.127	1.000
1670	ZCWPW2	zinc finger, CW type with PWWP domain 2	199237	2	2	2	0	0	1	1	0	0	0	0.221	0.620	0.0378	0.779	0.126	0.127	1.000
1671	DPPA2	developmental pluripotency associated 2	170092	2	2	2	0	1	1	0	0	0	0	0.194	0.529	0.169	0.246	0.143	0.127	1.000
1672	ID3	inhibitor of DNA binding 3, dominant negative helix-loop-helix protein	67546	1	1	1	0	0	0	0	1	0	0	0.127	0.816	NaN	NaN	NaN	0.127	1.000
1673	PFDN5	prefoldin subunit 5	88880	1	1	1	1	0	0	0	0	1	0	0.127	0.953	NaN	NaN	NaN	0.127	1.000
1674	WDR36	WD repeat domain 36	526338	5	5	5	1	1	3	1	0	0	0	0.104	0.555	0.190	0.854	0.267	0.128	1.000
1675	SIGMAR1	sigma non-opioid intracellular receptor 1	81564	1	1	1	0	0	0	0	0	1	0	0.128	1.000	NaN	NaN	NaN	0.128	1.000
1676	PPOX	protoporphyrinogen oxidase	264051	4	4	4	0	1	1	0	0	2	0	0.0706	0.396	0.270	0.439	0.396	0.128	1.000
1677	TMEM39A	transmembrane protein 39A	250386	4	4	4	0	1	2	0	0	1	0	0.0468	0.394	0.374	0.986	0.598	0.128	1.000
1678	PCP4	Purkinje cell protein 4	36558	1	1	1	1	0	1	0	0	0	0	0.128	0.954	NaN	NaN	NaN	0.128	1.000
1679	RPF2	ribosome production factor 2 homolog (S. cerevisiae)	164011	2	2	2	0	0	2	0	0	0	0	0.109	0.592	0.515	0.0148	0.258	0.128	1.000
1680	PPP2R5C	protein phosphatase 2, regulatory subunit B', gamma isoform	366435	4	4	4	0	0	4	0	0	0	0	0.125	0.355	0.153	0.362	0.225	0.129	1.000
1681	KCTD2	potassium channel tetramerisation domain containing 2	87277	1	1	1	1	0	0	0	1	0	0	0.129	0.975	NaN	NaN	NaN	0.129	1.000
1682	OR4B1	olfactory receptor, family 4, subfamily B, member 1	172520	3	3	3	0	0	2	0	1	0	0	0.0579	0.374	0.288	0.546	0.486	0.129	1.000
1683	SLC6A12	solute carrier family 6 (neurotransmitter transporter, betaine/GABA), member 12	347336	4	4	4	1	1	2	0	0	1	0	0.0869	0.419	0.201	0.308	0.325	0.129	1.000
1684	CYP1A1	cytochrome P450, family 1, subfamily A, polypeptide 1	284965	3	3	3	1	1	1	0	1	0	0	0.163	0.762	0.125	0.541	0.173	0.129	1.000
1685	RPS6KC1	ribosomal protein S6 kinase, 52kDa, polypeptide 1	581664	3	3	3	0	0	2	1	0	0	0	0.620	0.470	0.0377	0.210	0.0456	0.129	1.000
1686	NELL2	NEL-like 2 (chicken)	502185	7	6	7	3	0	4	1	1	1	0	0.614	0.860	0.574	0.0114	0.0462	0.129	1.000
1687	ATF7IP	activating transcription factor 7 interacting protein	692932	7	7	7	0	1	2	1	2	1	0	0.0682	0.222	0.250	0.541	0.416	0.129	1.000
1688	SOX13	SRY (sex determining region Y)-box 13	347788	4	4	4	0	1	2	0	0	1	0	0.107	0.328	0.331	0.128	0.264	0.129	1.000
1689	CDC25B	cell division cycle 25 homolog B (S. pombe)	326097	2	2	2	0	1	1	0	0	0	0	0.516	0.467	0.136	0.121	0.0550	0.130	1.000
1690	CMTM3	CKLF-like MARVEL transmembrane domain containing 3	69684	1	1	1	0	0	0	0	0	1	0	0.130	1.000	NaN	NaN	NaN	0.130	1.000
1691	FGF7	fibroblast growth factor 7 (keratinocyte growth factor)	106489	2	2	2	0	0	0	0	1	1	0	0.0285	0.682	0.836	0.912	1.000	0.130	1.000
1692	TBX20	T-box 20	253924	4	4	4	0	0	1	2	1	0	0	0.0285	0.363	0.635	0.818	1.000	0.130	1.000
1693	PDE3B	phosphodiesterase 3B, cGMP-inhibited	517332	3	3	3	0	0	3	0	0	0	0	0.527	0.500	0.109	0.0164	0.0541	0.130	1.000
1694	MRPL50	mitochondrial ribosomal protein L50	87787	1	1	1	0	0	0	0	1	0	0	0.130	0.850	NaN	NaN	NaN	0.130	1.000
1695	C6orf1	chromosome 6 open reading frame 1	85776	1	1	1	0	0	0	0	1	0	0	0.130	0.804	NaN	NaN	NaN	0.130	1.000
1696	BAIAP2L2	BAI1-associated protein 2-like 2	203120	2	2	2	0	0	1	0	0	1	0	0.256	0.428	0.0277	0.214	0.112	0.130	1.000
1697	TMEM45A	transmembrane protein 45A	156504	2	2	2	0	0	0	0	1	1	0	0.0944	0.653	0.118	0.702	0.302	0.130	1.000
1698	GPATCH4	G patch domain containing 4	214781	4	4	4	1	0	1	1	1	1	0	0.0445	0.806	0.586	0.715	0.641	0.130	1.000
1699	AKAP13	A kinase (PRKA) anchor protein 13	1528665	14	12	14	1	0	8	1	4	1	0	0.0915	0.136	0.215	0.359	0.312	0.130	1.000
1700	PRSS1	protease, serine, 1 (trypsin 1)	141069	3	3	3	0	0	1	1	0	1	0	0.0286	0.464	0.948	0.959	1.000	0.130	1.000
1701	TCTEX1D4	Tctex1 domain containing 4	57360	1	1	1	0	0	0	0	0	1	0	0.130	0.662	NaN	NaN	NaN	0.130	1.000
1702	TGOLN2	trans-golgi network protein 2	241637	2	2	2	1	1	1	0	0	0	0	0.443	0.710	0.140	0.0714	0.0648	0.130	1.000
1703	MRPL3	mitochondrial ribosomal protein L3	197414	3	3	3	0	0	1	0	0	2	0	0.0592	0.682	0.689	0.104	0.486	0.131	1.000
1704	RGS17	regulator of G-protein signaling 17	113687	1	1	1	0	0	0	0	1	0	0	0.131	0.878	NaN	NaN	NaN	0.131	1.000
1705	EYA1	eyes absent homolog 1 (Drosophila)	341816	3	3	3	1	0	1	1	0	1	0	0.245	0.840	0.0828	0.861	0.118	0.131	1.000
1706	B4GALT6	UDP-Gal:betaGlcNAc beta 1,4- galactosyltransferase, polypeptide 6	216516	3	3	3	1	0	0	0	0	3	0	0.0365	0.840	0.652	0.733	0.790	0.131	1.000
1707	AHCYL1	S-adenosylhomocysteine hydrolase-like 1	294000	4	4	3	0	2	2	0	0	0	0	0.0730	0.254	0.372	0.394	0.395	0.131	1.000
1708	ACCSL	1-aminocyclopropane-1-carboxylate synthase homolog (Arabidopsis)(non-functional)-like	319831	4	4	4	0	1	1	0	0	2	0	0.0545	0.292	0.419	0.486	0.530	0.131	1.000
1709	DEFB113	defensin, beta 113	45496	1	1	1	0	0	1	0	0	0	0	0.131	0.813	NaN	NaN	NaN	0.131	1.000
1710	KIAA0430	KIAA0430	947050	6	6	6	1	2	3	0	0	1	0	0.309	0.416	0.839	0.0196	0.0935	0.131	1.000
1711	SMUG1	single-strand-selective monofunctional uracil-DNA glycosylase 1	133962	2	2	2	0	0	0	0	0	2	0	0.195	0.779	0.169	0.267	0.148	0.131	1.000
1712	PTPN4	protein tyrosine phosphatase, non-receptor type 4 (megakaryocyte)	527212	5	5	5	0	0	2	0	1	2	0	0.0978	0.360	0.207	0.917	0.296	0.132	1.000
1713	LIPN	lipase, family member N	224638	2	2	2	0	0	1	0	0	1	0	0.207	0.680	0.149	0.165	0.140	0.132	1.000
1714	COX5A	cytochrome c oxidase subunit Va	68910	1	1	1	0	0	0	1	0	0	0	0.132	0.726	NaN	NaN	NaN	0.132	1.000
1715	SPIRE2	spire homolog 2 (Drosophila)	312756	3	3	3	1	1	0	1	0	1	0	0.237	0.679	0.0633	0.794	0.122	0.132	1.000
1716	TAF4B	TAF4b RNA polymerase II, TATA box binding protein (TBP)-associated factor, 105kDa	442578	3	3	3	0	1	1	0	0	1	0	0.210	0.394	0.821	0.0277	0.138	0.132	1.000
1717	MECOM	MDS1 and EVI1 complex locus	685038	4	4	4	1	0	1	0	2	1	0	0.413	0.858	0.696	0.00955	0.0703	0.132	1.000
1718	FAM175B	family with sequence similarity 175, member B	228905	3	3	3	0	0	1	1	0	1	0	0.0625	0.465	0.902	0.166	0.465	0.132	1.000
1719	TCTEX1D2	Tctex1 domain containing 2	82204	1	1	1	0	0	0	1	0	0	0	0.132	0.763	NaN	NaN	NaN	0.132	1.000
1720	TMEM14B	transmembrane protein 14B	67498	1	1	1	0	1	0	0	0	0	0	0.132	0.639	NaN	NaN	NaN	0.132	1.000
1721	GMFG	glia maturation factor, gamma	75888	1	1	1	0	0	1	0	0	0	0	0.132	0.701	NaN	NaN	NaN	0.132	1.000
1722	KATNAL2	katanin p60 subunit A-like 2	259436	3	3	3	0	1	1	1	0	0	0	0.173	0.391	0.190	0.352	0.169	0.132	1.000
1723	PACS1	phosphofurin acidic cluster sorting protein 1	481088	2	2	2	1	1	0	0	0	1	0	0.646	0.881	0.939	0.0272	0.0452	0.132	1.000
1724	CHML	choroideremia-like (Rab escort protein 2)	355816	5	5	5	1	1	1	0	2	1	0	0.0292	0.628	0.534	0.880	1.000	0.132	1.000
1725	NTRK2	neurotrophic tyrosine kinase, receptor, type 2	486050	6	6	6	0	1	3	0	0	2	0	0.0292	0.165	0.889	0.542	1.000	0.132	1.000
1726	COL6A1	collagen, type VI, alpha 1	495110	8	8	8	1	4	3	1	0	0	0	0.0292	0.153	0.885	0.895	1.000	0.133	1.000
1727	CDR1	cerebellar degeneration-related protein 1, 34kDa	145583	3	3	3	0	0	3	0	0	0	0	0.0438	0.476	0.697	0.344	0.668	0.133	1.000
1728	FAP	fibroblast activation protein, alpha	432539	5	5	5	0	1	1	2	1	0	0	0.0293	0.255	0.976	0.818	1.000	0.133	1.000
1729	CCDC149	coiled-coil domain containing 149	274071	3	3	3	1	0	1	0	0	2	0	0.122	0.814	0.0954	0.241	0.240	0.133	1.000
1730	FOXR1	forkhead box R1	166368	3	2	3	1	2	0	0	1	0	0	0.0937	0.738	0.206	0.400	0.314	0.133	1.000
1731	DPYD	dihydropyrimidine dehydrogenase	578914	5	5	5	1	1	3	0	0	1	0	0.144	0.507	0.863	0.0374	0.204	0.133	1.000
1732	KIAA1407	KIAA1407	523794	6	6	6	1	1	2	2	0	1	0	0.0388	0.535	0.579	0.864	0.760	0.133	1.000
1733	TEX11	testis expressed 11	502705	4	4	4	0	0	2	2	0	0	0	0.215	0.365	0.0491	0.455	0.137	0.133	1.000
1734	SCLT1	sodium channel and clathrin linker 1	386078	3	3	3	0	1	1	0	1	0	0	0.139	0.533	0.133	0.327	0.213	0.133	1.000
1735	ROBO2	roundabout, axon guidance receptor, homolog 2 (Drosophila)	750115	9	9	9	2	4	2	0	3	0	0	0.246	0.564	0.217	0.116	0.120	0.134	1.000
1736	OR52H1	olfactory receptor, family 52, subfamily H, member 1	145578	2	2	2	1	0	0	2	0	0	0	0.130	0.878	0.754	0.0982	0.227	0.134	1.000
1737	CCL5	chemokine (C-C motif) ligand 5	53224	1	1	1	0	0	0	0	0	1	0	0.134	0.688	NaN	NaN	NaN	0.134	1.000
1738	OR10H5	olfactory receptor, family 10, subfamily H, member 5	175343	3	3	3	1	1	1	0	0	1	0	0.0980	0.668	0.164	0.375	0.302	0.134	1.000
1739	POLR1C	polymerase (RNA) I polypeptide C, 30kDa	206077	5	4	5	0	1	1	0	0	3	0	0.0449	0.524	0.577	0.295	0.660	0.134	1.000
1740	NSMAF	neutral sphingomyelinase (N-SMase) activation associated factor	516162	4	4	4	0	1	3	0	0	0	0	0.253	0.304	0.115	0.307	0.117	0.134	1.000
1741	UQCRC2	ubiquinol-cytochrome c reductase core protein II	257275	4	4	4	0	0	2	0	1	1	0	0.0525	0.432	0.578	0.387	0.565	0.134	1.000
1742	ARHGAP23	Rho GTPase activating protein 23	590785	9	8	9	0	7	1	0	0	1	0	0.115	0.0332	0.318	0.195	0.257	0.134	1.000
1743	NUP153	nucleoporin 153kDa	825830	8	8	8	1	1	3	2	0	2	0	0.0297	0.266	0.845	0.521	1.000	0.134	1.000
1744	OAT	ornithine aminotransferase (gyrate atrophy)	235849	3	3	3	1	0	0	1	0	2	0	0.0788	0.742	0.303	0.287	0.378	0.134	1.000
1745	CXXC4	CXXC finger 4	93506	1	1	1	0	0	0	0	1	0	0	0.134	0.827	NaN	NaN	NaN	0.134	1.000
1746	ANKS6	ankyrin repeat and sterile alpha motif domain containing 6	407552	3	3	3	2	0	1	0	1	1	0	0.512	0.838	0.447	0.0344	0.0582	0.134	1.000
1747	CSN3	casein kappa	88836	1	1	1	0	0	1	0	0	0	0	0.135	0.783	NaN	NaN	NaN	0.135	1.000
1748	SMG7	Smg-7 homolog, nonsense mediated mRNA decay factor (C. elegans)	699542	7	6	7	0	2	2	1	0	2	0	0.141	0.156	0.153	0.535	0.211	0.135	1.000
1749	TNFSF4	tumor necrosis factor (ligand) superfamily, member 4 (tax-transcriptionally activated glycoprotein 1, 34kDa)	102591	1	1	1	1	0	0	0	1	0	0	0.135	0.951	NaN	NaN	NaN	0.135	1.000
1750	PDZD2	PDZ domain containing 2	1502359	15	14	15	1	4	6	3	1	1	0	0.0546	0.0459	0.338	0.573	0.547	0.135	1.000
1751	MCF2	MCF.2 cell line derived transforming sequence	558946	2	2	2	1	1	0	1	0	0	0	0.594	0.828	0.0426	0.0605	0.0503	0.135	1.000
1752	BMP8B	bone morphogenetic protein 8b (osteogenic protein 2)	127590	2	2	2	0	1	0	1	0	0	0	0.0976	0.627	0.287	0.414	0.306	0.135	1.000
1753	FA2H	fatty acid 2-hydroxylase	153007	2	2	2	1	1	0	1	0	0	0	0.257	0.833	0.0770	0.241	0.117	0.135	1.000
